-2.931355535984039307e-01,-2.247947268187999725e-02
-2.762546539306640625e-01,2.736730277538299561e-01
-2.444222569465637207e-01,-2.001604884862899780e-01
-1.597070693969726562e-02,-1.321884840726852417e-01
-2.862097322940826416e-01,1.761206239461898804e-01
3.100723586976528168e-02,2.853444218635559082e-01
-1.567215025424957275e-01,-2.582048811018466949e-02
-1.337347328662872314e-01,3.261333405971527100e-01
-3.340921998023986816e-01,-4.635355621576309204e-02
-9.149758517742156982e-02,-1.220853775739669800e-01
-2.707454562187194824e-01,2.933078110218048096e-01
-1.138178333640098572e-01,3.160135447978973389e-02
-9.918836504220962524e-02,-1.413579136133193970e-01
-1.383388936519622803e-01,2.566005587577819824e-01
-1.539048850536346436e-01,-1.286282390356063843e-01
4.978634417057037354e-03,3.455469608306884766e-01
-1.437177360057830811e-01,-5.331105738878250122e-02
-6.597863137722015381e-02,-1.572881825268268585e-02
-7.797982543706893921e-02,9.311603009700775146e-02
-2.008044123649597168e-01,2.982521951198577881e-01
1.864155381917953491e-02,2.046252489089965820e-01
-2.783229351043701172e-01,7.729359716176986694e-02
-9.831988066434860229e-02,3.636868298053741455e-01
-3.957881629467010498e-01,7.697343826293945312e-02
-3.349063172936439514e-02,1.258124858140945435e-01
-8.991105854511260986e-02,2.399801909923553467e-01
-2.361307740211486816e-01,-3.915882855653762817e-02
-1.327725946903228760e-01,-1.544652730226516724e-01
-1.508422493934631348e-01,-7.791020721197128296e-02
-2.246317863464355469e-01,-2.170423232018947601e-02
-2.192216217517852783e-01,2.586465179920196533e-01
-6.979082524776458740e-02,7.982588559389114380e-02
-9.643913060426712036e-02,7.962302863597869873e-02
-2.357306182384490967e-01,2.867358326911926270e-01
-1.899958848953247070e-01,3.025209009647369385e-01
-1.526884436607360840e-01,2.612811625003814697e-01
-1.991873085498809814e-01,1.775734573602676392e-01
-2.529673278331756592e-01,1.600454747676849365e-01
-2.303435802459716797e-01,-1.258804649114608765e-01
-7.045302540063858032e-03,1.917281597852706909e-01
-2.524205744266510010e-01,1.428339630365371704e-01
-3.379861712455749512e-01,1.385660320520401001e-01
-2.107269763946533203e-01,-8.797867596149444580e-02
-7.660081982612609863e-02,1.831433326005935669e-01
-1.784132421016693115e-01,-1.381155252456665039e-01
-2.391790151596069336e-01,-1.810367405414581299e-01
-5.780476331710815430e-02,3.144480586051940918e-01
-1.432136893272399902e-01,3.853590488433837891e-01
-1.973792612552642822e-01,-1.606204956769943237e-01
-3.428350687026977539e-01,-1.085777021944522858e-02
-2.390522956848144531e-01,5.999199301004409790e-02
-1.696805357933044434e-01,6.274783611297607422e-02
-5.856003612279891968e-02,-8.702061325311660767e-02
-9.089262783527374268e-02,-9.933393448591232300e-03
-7.949038594961166382e-02,3.021696209907531738e-01
-2.354478836059570312e-01,2.435670420527458191e-02
-3.265924453735351562e-01,-1.441402584314346313e-01
-4.949824512004852295e-02,3.154954314231872559e-02
-1.268707513809204102e-01,-8.706283569335937500e-02
-2.281952500343322754e-01,-1.203283667564392090e-01
-8.243032544851303101e-02,1.149515341967344284e-02
-1.139342114329338074e-01,2.860048413276672363e-01
-1.716182529926300049e-01,3.489938378334045410e-01
-8.913893252611160278e-02,2.172769308090209961e-01
-6.746516376733779907e-02,3.826895728707313538e-02
-4.130039364099502563e-02,2.730816304683685303e-01
-9.523531794548034668e-02,3.017780780792236328e-01
-1.950197815895080566e-01,2.462947964668273926e-01
-1.392802000045776367e-01,7.677476108074188232e-02
-1.035977303981781006e-01,2.067539691925048828e-01
-1.770915091037750244e-01,4.709516651928424835e-03
-1.927123069763183594e-01,-9.353797137737274170e-02
-2.911368608474731445e-01,-6.602799892425537109e-02
-2.541623115539550781e-01,-3.596687316894531250e-02
-1.488781869411468506e-01,-1.586906760931015015e-01
-2.413385510444641113e-01,-2.247430533170700073e-01
-3.128945231437683105e-01,7.524244487285614014e-02
-3.964649140834808350e-02,1.395709067583084106e-01
-1.240822449326515198e-01,-5.749392509460449219e-02
-1.221483424305915833e-01,2.803624421358108521e-02
-1.105591729283332825e-01,1.099862605333328247e-01
-2.724759578704833984e-01,-1.658946275711059570e-01
-3.439304530620574951e-01,-2.309195399284362793e-01
-2.996468544006347656e-01,2.437791787087917328e-02
-1.164242252707481384e-01,-1.323036104440689087e-01
-3.012223541736602783e-01,-1.522312462329864502e-01
2.873206511139869690e-03,1.514157801866531372e-01
-1.463193893432617188e-01,1.879332214593887329e-02
-8.563097566366195679e-02,-7.225579023361206055e-02
-2.126424610614776611e-01,-1.019736900925636292e-01
-2.291757464408874512e-01,6.306090205907821655e-02
-2.688008248805999756e-01,3.159212768077850342e-01
-1.195715740323066711e-01,5.707373470067977905e-02
-9.585285186767578125e-02,-1.431581377983093262e-01
-1.964924335479736328e-01,2.961316108703613281e-01
-2.479650974273681641e-01,2.481953799724578857e-01
-3.546389043331146240e-01,1.537426561117172241e-01
-1.209769323468208313e-01,-2.146668583154678345e-01
-2.634864151477813721e-01,1.227784529328346252e-01
-1.382665634155273438e-01,-1.779065579175949097e-01
-2.776806652545928955e-01,2.694839537143707275e-01
1.417194679379463196e-02,1.408791095018386841e-01
-2.528449594974517822e-01,-5.639547109603881836e-02
-6.984274834394454956e-02,7.183212786912918091e-02
-1.729321777820587158e-01,-1.680361628532409668e-01
-5.293335020542144775e-02,2.847893834114074707e-01
-3.351693153381347656e-01,1.310697197914123535e-01
-9.404936805367469788e-03,-4.096178710460662842e-02
-2.210684716701507568e-01,1.447474062442779541e-01
-1.869110167026519775e-01,8.892916887998580933e-02
-1.730872988700866699e-01,2.835396230220794678e-01
-4.098251089453697205e-02,3.267669975757598877e-01
1.736886054277420044e-02,2.676682770252227783e-01
-3.622971177101135254e-01,1.611495465040206909e-01
-7.758228480815887451e-02,7.066401652991771698e-03
-2.851901352405548096e-01,2.105026133358478546e-02
-8.649107813835144043e-02,-2.235190719366073608e-01
-2.563618719577789307e-01,-9.655649960041046143e-02
-1.813330948352813721e-01,-2.153694629669189453e-01
2.107838541269302368e-02,3.215343356132507324e-01
-3.090679347515106201e-01,1.405560970306396484e-01
-2.625376284122467041e-01,-1.699934601783752441e-01
-2.137141227722167969e-01,6.982822716236114502e-02
-2.853991985321044922e-01,-4.157038778066635132e-02
-2.620196640491485596e-01,-7.935214042663574219e-02
-1.610402166843414307e-01,-4.930239915847778320e-02
-1.098193302750587463e-01,2.864776551723480225e-01
-1.656269729137420654e-01,1.605456620454788208e-01
-9.899423271417617798e-02,1.418037153780460358e-02
-1.749032437801361084e-01,-1.473158448934555054e-01
8.908733725547790527e-04,4.961881786584854126e-02
-3.135745599865913391e-02,1.627949923276901245e-01
-2.139612659811973572e-02,-1.361963339149951935e-02
-2.727076709270477295e-01,-8.154608309268951416e-02
-2.161073386669158936e-01,-7.429417967796325684e-02
-1.099204793572425842e-01,2.890881150960922241e-04
-3.159001767635345459e-01,2.225610613822937012e-01
-2.314425706863403320e-01,-1.564067006111145020e-01
-3.001436591148376465e-01,3.289887309074401855e-02
-3.220592737197875977e-01,1.690032929182052612e-01
4.356313496828079224e-02,1.997752487659454346e-01
-1.856540739536285400e-01,-1.500044316053390503e-01
-5.848634988069534302e-02,5.986101180315017700e-02
-1.224115118384361267e-01,-8.415625989437103271e-02
-3.424494564533233643e-01,7.237732410430908203e-02
-3.087218701839447021e-01,1.491465270519256592e-01
1.655663549900054932e-02,-2.263786457479000092e-02
-2.848587334156036377e-01,1.044813916087150574e-01
-8.545811474323272705e-02,1.513840407133102417e-01
7.677551358938217163e-03,2.241525799036026001e-01
-1.061684638261795044e-01,3.533273935317993164e-02
-2.356792390346527100e-01,7.534978538751602173e-02
-9.863294661045074463e-02,2.049691081047058105e-01
-2.937191426753997803e-01,2.760084867477416992e-01
-5.674716830253601074e-02,1.269930452108383179e-01
-1.033207774162292480e-01,-2.342760264873504639e-01
-3.289239704608917236e-01,-5.034308880567550659e-03
-3.629910945892333984e-01,-1.599540561437606812e-01
-3.238688409328460693e-01,3.593202233314514160e-01
-9.114066511392593384e-02,-9.687689691781997681e-02
-1.032722964882850647e-01,1.071235388517379761e-01
-2.612251341342926025e-01,2.904132902622222900e-01
-2.109075188636779785e-01,1.232995186001062393e-02
-1.135210320353507996e-01,3.044214546680450439e-01
-2.518533468246459961e-01,2.043537497520446777e-01
-1.456303596496582031e-01,1.342856138944625854e-01
-1.635628044605255127e-01,-5.631064996123313904e-03
-2.950140535831451416e-01,2.222659736871719360e-01
-5.395228415727615356e-02,1.350554972887039185e-01
-2.468917965888977051e-01,-2.329733073711395264e-01
-1.779529452323913574e-01,-1.368038803339004517e-01
-2.691077589988708496e-01,2.123072445392608643e-01
-4.431275278329849243e-02,9.610203653573989868e-02
-1.583606004714965820e-02,1.233598142862319946e-01
-1.716669797897338867e-01,1.407544910907745361e-01
-4.233578220009803772e-03,-7.702167332172393799e-02
